establecimiento_id,establecimiento_nombre_comercial,direccion,direccion_municipio_nombre,direccion_localidad_nombre,direccion_codigo_postal,numero_dormitorios_individuales_,numero_dormitorios_dobles_explot,plazas,longitud,latitud
VV-38-4-0101256,Adeje Paradise 20b,"Avenida Adeje 300, Adeje Paradise 30",Adeje,_U,38678,0,2,4,-16.77088,28.121151
VV-38-4-0101257,Apartman Los Cristianos-Cristimar,Juan Carlos I 39  L,Arona,_U,38650,2,2,6,-16.70866,28.046391
VV-38-4-0101258,Mar Rizada,Calle Mar Rizada 21,Guia Isora,_U,38687,0,1,3,-16.817825,28.183378
VV-38-4-0101259,Tenerife-Puerto De La Cruz - Atico - Vista Ma,Camino De Las Cabras 4,Puerto De La Cruz,_U,38400,0,1,3,-16.543747,28.415106
VV-38-4-0101260,Fernando  Enrique Aparicio Merchan,Enrique Wolfson  33,Santa Cruz Tenerife,_U,38002,0,6,12,-16.257822,28.472683
VV-38-4-0101261,Ponderosa 405-G,Calle Venezuela 16,Adeje,_U,38660,0,1,3,-16.729683,28.072142
VV-38-4-0101262,Live Caletillas Gabriela Bajo ,Calle Mencey  5 C,Candelaria,Candelaria,38530,0,2,4,-16.365173,28.369547
VV-38-4-0101263,Valdes Cristianos ,Avda Amsterdam  1 B,Arona,_U,38650,0,1,3,0,0
VV-38-4-0101265,Acogedor Loft - Katri,Camino Cordobes 27,Puerto De La Cruz,_U,38400,0,1,3,-16.553093,28.403948
VV-38-4-0101266,Aquasuites A01,Geranio  5,Santiago Del Teide,_U,38683,0,2,4,-16.838026,28.243368
VV-38-4-0101267,El Ramonal Vacacional,Calle Mencey Romen 3  A,Candelaria,Candelaria,38530,1,4,9,-16.366257,28.367212
VV-38-4-0101268,Mr Cristianos 02,Calle Roque De Jama Edif. Canary Sol 7,Arona,_U,38650,2,1,4,-16.716576,28.055162
VV-38-4-0101269,Eco House In Unique Environment,Carretera Medianías La Ladera 146,La Orotava,_U,38310,0,3,6,-16.539639,28.37047
VV-38-4-0101270,Edificio Los Almendros,Cuevas 1 Ed Los Almendros,La Orotava,_U,38314,0,2,4,-16.506939,28.403465
VV-38-4-0101271,Ana Rodriguez,La Virgen 12  5,Los Realejos,_U,38417,1,1,3,-16.585861,28.387199
VV-38-4-0101272,Pedro A. Bustillo Miranda ,C/ Jable  Urbanización Aguaviva    45,Adeje,_U,38678,2,1,4,-16.781931,28.128656
VV-38-4-0101273,Casa Regnilla,Calle Venezuela 5    7c,Adeje,_U,38660,1,3,7,0,0
VV-38-4-0101274,La Marina 203,Calle San Juan  2    203,Puerto De La Cruz,_U,38400,0,2,4,-16.550341,28.417143
VV-38-4-0101275,Acoran 2.5,Calle Los Falcones 15,Arona,_U,38632,0,1,3,-16.693428,28.0235
VV-38-4-0101276,Borsa Real Estate,Av Ernesto Sarti  9  L,Adeje,_U,38660,1,1,3,-16.73167,28.085938
VV-38-4-0101277,Sunset 316,Calle Antonio Gonzalez Barrios 1  1,Santiago Del Teide,_U,38683,0,1,3,-16.839874,28.235191
VV-38-4-0101278,Jardines Del Mar 418b,Calle Caleta Del Jurado 7  B,Santiago Del Teide,_U,38683,0,1,3,-16.84062,28.236052
VV-38-4-0101279,Aquasuits3b7,Calle Geranio  3,Santiago Del Teide,_U,38683,0,2,4,0,0
VV-38-4-0101280,Casa Los Guanches,Avenida Villa Nueva 55,La Guancha,_U,38440,0,3,6,-16.656361,28.373322
VV-38-4-0101281,Americas Heart! ,Avda. Rafael Puig Lluvina  9 5,Arona,_U,38660,2,1,4,-16.730467,28.063623
VV-38-4-0101282,Lovely Studio In Los Cristianos!,Avenida San Francisco 12,Arona,_U,38650,0,0,2,-16.704222,28.055244
VV-38-4-0101283,Ponderosa 415,Calle Venezuela 16,Adeje,_U,38660,0,1,3,-16.729683,28.072142
VV-38-4-0101284,Copacabana 103,Calle Guatemala 3,Adeje,_U,38660,0,1,3,-16.730549,28.073002
VV-38-4-0101285,Surf Station Tenerife ,Avenida Rafael Puig Lluvina 9   1 5,Arona,_U,38600,0,1,3,0,0
VV-38-4-0101286,Ponderosa 815,Calle Venezuela 16,Adeje,_U,38660,0,1,3,-16.729683,28.072142
VV-38-4-0101287,Casa Luisiana ,"Avenida Venezuela, Playa San Juan  9",Guia Isora,_U,38687,0,6,12,-16.81761,28.181988
VV-38-4-0101288,El Apretadero,Cm Timudos -Hoya Abreu S/N  0,Icod De Los Vinos,_U,38430,2,2,6,-16.714163,28.341585
VV-38-4-0101289,Olivia'S Oasis,Odisea 3,Arona,_U,38630,0,1,3,-16.641819,28.005796
VV-38-4-0101290,Windsor Park 22b,Calle Pais Vasco 3-B 3,Adeje,_U,38660,0,1,3,-16.724863,28.084158
VV-38-4-0101291,Windsor Park 64a,Calle Pais Vasco 3b 3,Adeje,_U,38660,0,1,3,-16.724863,28.084158
VV-38-4-0101292,Cozy Apartament La Tejita,Calle Pizarro 1  2,Granadilla De Abona,_U,38618,0,2,4,-16.565132,28.034279
VV-38-4-0101293,Casangular By Upper,"Pasaje Valito Sau 5, Parcela 15 1",Adeje,_U,38678,0,3,6,-16.78348,28.133665
VV-38-4-0101294,Brisa Marina Tenerife,Calle Ulises 23,Arona,_U,38630,0,1,3,-16.644346,28.007122
VV-38-4-0101295,Encanto Santa Cruz,Calle Imeldo Seris 8,Santa Cruz Tenerife,_U,38003,2,1,4,-16.248466,28.465853
VV-38-4-0101296,Residencia Colina Blanca,C/ Irlanda 4,Adeje,_U,38660,0,1,3,-16.722273,28.082062
VV-38-4-0101297,"Sailors Apartment, Los Gigantes",C/ La Hondura 22 A,Santiago Del Teide,_U,38683,0,2,4,-16.842272,28.239338
VV-38-4-0101298,Casa Angela,Urb. Americas 17  B,Adeje,_U,38660,0,1,3,-16.731958,28.069077
VV-38-4-0101299,Fañabe Apartments,C/ Londres 8,Santa Cruz Tenerife,_U,38679,0,1,3,-16.734943,28.087919
VV-38-4-0101300,Fañabe Sunset,C/ Londres 8,Santa Cruz Tenerife,_U,38679,0,1,3,-16.734943,28.087919
VV-38-4-0101301,"Piscina Y Vistas, A 5 Min. Playa ",Calle El Natero 4 A,Santiago Del Teide,_U,38690,0,1,3,-16.839605,28.227423
VV-38-4-0101302,El Brezo: Céntrico Y Confortable,Calle El Brezo 1,San Cristobal De La Laguna,_U,38320,3,1,5,-16.294706,28.470728
VV-38-4-0101303,Mango Apartment ,Avenida Virgen De Guadalupe  30 2b,Adeje,_U,38679,1,1,3,-16.744896,28.09646
VV-38-4-0101304,Casa Redonda,Poligono  4,Santiago Del Teide,_U,38690,0,0,2,-16.810345,28.259945
VV-38-4-0101305,Finca La Perezoza,Calle La Treviña 13,Los Realejos,_U,38410,0,1,3,-16.575785,28.369841
VV-38-4-0101306,Ch301,Avenida San Francisco 12 12,Arona,_U,38650,0,0,2,-16.704222,28.055244
VV-38-4-0101307,Ch242,Avenida San Francisco 12 12,Arona,_U,38650,0,0,2,-16.704222,28.055244
VV-38-4-0101308,Balcon Del Mar 169,Calle Odisea 3,Arona,_U,38630,0,1,3,-16.641819,28.005796
VV-38-4-0101309,Hubert Pierzchalo,Avenida Palm-Mar 11 I,Arona,_U,38632,0,2,4,-16.699392,28.022303
VV-38-4-0101310,Casa Aloha Adeje,Calle Las Jarcias 24,Adeje,_U,38670,1,2,5,-16.732628,28.116562
VV-38-4-0101312,Briza Del Mar,Cl Calamar El 4 B  2 305,Granadilla De Abona,_U,38618,0,2,4,0,0
VV-38-4-0101313,Ch557,Avenida San Francisco 12 12,Arona,_U,38650,0,0,2,-16.704222,28.055244
VV-38-4-0101314,Primavera Sol,Ten Bel 1,Arona,_U,38630,0,1,3,-16.651815,28.011417
VV-38-4-0101315,Villa Raquel Park 1,Paseo Nicolás De Reverón  1,Arona,_U,38650,0,1,3,-16.716637,28.056141
VV-38-4-0101316,Amarilla Home,Cl El Cornical  S/N  3,San Miguel De Abona,_U,38639,0,3,6,-16.616993,28.022282
VV-38-4-0101317,Medano My Place,Calle Tenerife 33,Granadilla De Abona,_U,38612,2,1,4,-16.54108,28.045172
VV-38-4-0101318,Aguamarina,Avenida Atlantico 21,San Miguel De Abona,_U,38639,0,1,3,-16.609013,28.023836
VV-38-4-0101319,Ch204,Avenida San Francisco 12 12,Arona,_U,38650,0,0,2,-16.704222,28.055244
VV-38-4-0101320,Villa Raquel Park 2,Paseo Nicolás De Reverón  1,Arona,_U,38650,0,1,3,-16.716637,28.056141
VV-38-4-0101321,Villa Raquel Park 3,Paseo Nicolás De Reverón  1,Arona,_U,38650,0,1,3,-16.716637,28.056141
VV-38-4-0101322,Casa Chayofita,Avenida José Antonio Tavio 19 4,Arona,_U,38630,0,1,3,-16.642933,28.011976
VV-38-4-0101323,Casa Sorrentina,"Avda, Antonio Dominguez 10 2",Arona,_U,38650,0,2,4,-16.729666,28.056831
VV-38-4-0101324,Andorra Royal Apartment,Avda. Antonio Dominguez 10 I,Arona,_U,38650,0,1,3,-16.729666,28.056831
VV-38-4-0101325,Paraiso Royal View,Avda. Santiago Puig 1 7,Arona,_U,38650,0,0,2,-16.73011,28.062876
VV-38-4-0101326,Atalaya Sunset,Calle Cataluña 4 I,Adeje,_U,38660,0,2,4,-16.727009,28.085037
VV-38-4-0101327,Casa Riva,Calle Cantito 1,San Juan De La Rambla,_U,38429,1,1,3,-16.640381,28.396191
VV-38-4-0101328,Medanojoy 1,Calle Bocinegro 2,Granadilla De Abona,_U,38612,0,3,6,-16.536329,28.044672
VV-38-4-0101329,Medanojoy3,Calle Bocinegro 2,Granadilla De Abona,_U,38612,0,2,4,-16.536329,28.044672
VV-38-4-0101330,Alex Sea Views,Avda. Melchor Luz 1 Argentina,Puerto De La Cruz,_U,38400,0,0,2,-16.556402,28.414051
VV-38-4-0101332,Sound Of The Sea Beach View,Calle Manuel Ravelo Antonio 1,Santiago Del Teide,_U,38683,0,1,3,-16.840427,28.230993
VV-38-4-0101333,Seguro,Calle Manuel Ravelo Antonio 2,Santiago Del Teide,_U,38683,0,2,4,-16.840038,28.230829
VV-38-4-0101334,Arona,Calle Ten Bel 1,Arona,_U,38630,1,1,3,-16.651815,28.011417
VV-38-4-0101335,11 Holiday Homes,Calle San Miguel 90,San Miguel De Abona,_U,38639,0,4,8,-16.602402,28.02685
VV-38-4-0101337,California Sunset,Calle Noelia Afonso Cabrero 2 3,Arona,_U,38660,0,2,4,-16.730003,28.060831
VV-38-4-0101338,Atlantic Paradise,Camino Real S/N,Los Realejos,_U,38410,0,1,3,-16.61541,28.38526
VV-38-4-0101339,Destino Begonias,Calle Tinguafaya 90 4  1 C,Arona,_U,38652,1,2,5,-16.69486,28.076899
VV-38-4-0101340,Casita Margarita ,Av Jable El  38,Adeje,_U,38678,0,2,4,-16.781654,28.129555
VV-38-4-0101341,Mirador De Bajamar,Avda. El Sol 35,San Cristobal De La Laguna,_U,38250,0,0,2,-16.343166,28.555962
VV-38-4-0101342,Mirador De Bajamar,Avda. El Sol 35   2 B,San Cristobal De La Laguna,_U,38250,0,1,3,-16.343166,28.555962
VV-38-4-0101343,Los Patios,"Plaza García Osorio, Residencial Los Patios 36",Granadilla De Abona,_U,38612,0,2,4,-16.542723,28.043417
VV-38-4-0101344,"Finca Las Tres Palmeras, Viv 2",Camino De Los Llanos 20,Guimar,_U,38500,1,2,5,-16.397747,28.306936
VV-38-4-0101345,Solama_1,Calle Veremundo Perera 29,Santa Cruz Tenerife,_U,38006,2,1,4,-16.266754,28.468422
VV-38-4-0101346,Solama_2,Calle Veremundo Perera 29,Santa Cruz Tenerife,_U,38006,2,1,4,-16.266754,28.468422
VV-38-4-0101347,Crova S.L.,Calle Las Bodegas 2,Santa Cruz Tenerife,_U,38001,0,2,4,-16.247841,28.471134
VV-38-4-0101348,Casa Antonio,Calle Mar Rizada 21,Guia Isora,_U,38687,2,1,4,-16.817825,28.183378
VV-38-4-0101349,Holidays Country House Tenerife South,Acacia S/N S/N,Arona,_U,38631,1,1,3,-16.656492,28.02331
VV-38-4-0101350,Prime Apartamento Suite Internacional,Carretera General Las Arenas  78 1,Puerto De La Cruz,_U,38400,0,2,4,-16.549959,28.402906
VV-38-4-0101351,Casa Dina Ii,Calle Cornical 5,San Miguel De Abona,_U,38639,0,3,6,-16.616993,28.022282
VV-38-4-0101362,Casa Capi,Urb Marzagana C/ 6 2 B,La Orotava,_U,38315,2,1,4,-16.560696,28.378731
VV-38-4-0101363,Casa Lali,Cl Copernico  7,San Cristobal De La Laguna,_U,38208,0,5,10,-16.311958,28.497623
VV-38-4-0101364,Winter Gardens 70,Calle 1 Pp Golf Del Sur 5  B,San Miguel De Abona,_U,38639,0,1,3,-16.609947,28.025557
VV-38-4-0101365,Casa Tata,Calle Doctor Gonzalez Garcia 17,La Orotava,_U,38300,0,2,4,-16.524952,28.386021
VV-38-4-0101366,Guanche Atlantic ,Avenida Jose Antonio Tavio 17,Arona,_U,38630,2,1,4,-16.645773,28.013124
VV-38-4-0101367,Apartamento Winter Gardens,Avda. Jose  Miguel Galván Bello 5 6 B,San Miguel De Abona,_U,38639,0,3,6,-16.609947,28.025557
VV-38-4-0101368,La Casita De La Tejita,Calle Elcano 7 5,Granadilla De Abona,_U,38612,0,1,3,-16.564142,28.030664
VV-38-4-0101369,Pika Medano,Avda. Jose Miguel Galvan Bello 30  B,Granadilla De Abona,_U,38611,2,1,4,-16.537014,28.045698
VV-38-4-0101370,La Ladera 302,Calle Tenerife 33,Granadilla De Abona,_U,38612,1,1,3,-16.54108,28.045172
VV-38-4-0101371,Mariposa,Calle Ten Bel 1,Arona,_U,38630,0,0,2,-16.651815,28.011417
VV-38-4-0101373,Inmuebles Antonio,Viñatico 13,Adeje,_U,38670,2,1,4,-16.721254,28.093788
VV-38-4-0101374,Piso Lieja,Ps Los Naranjos  11 1,Adeje,_U,38678,0,1,3,-16.785215,28.133196
VV-38-4-0101375,Ch416,Avda San Francisco 12  1,Arona,_U,38650,0,1,3,-16.704222,28.055244
VV-38-4-0101376,Tabaiba I,Calle España 2,El Rosario,_U,38190,2,1,4,-16.332848,28.404753
VV-38-4-0101377,Las Carmenes 2,Calle Jose Reyes Martin 15  F,Granadilla De Abona,_U,38612,0,1,3,-16.534924,28.046656
VV-38-4-0101378,Desconexión Con Vista Al Atlantico,El Mojón 16,Adeje,_U,38678,0,2,4,-16.774273,28.130821
VV-38-4-0101379,Mercedes,C/Inglaterra  15  15,Puerto De La Cruz,_U,38400,1,1,3,0,0
VV-38-4-0101380,El Mocan Apart In Palm Mar,Calle Jilguero 9 5   E,Arona,_U,38632,0,1,3,0,0
VV-38-4-0101381,Siam Holidays,Calle Venezuela 14,Adeje,_U,38660,0,0,2,-16.729189,28.072014
VV-38-4-0101382,Marta Marrero Gallego,Calle Las Rosas 15  S/N B 3,Granadilla De Abona,_U,38612,1,1,3,-16.52512,28.054722
VV-38-4-0101383,Vivir Bajamar,Edificio Dacil Carreterera General Bajamar 11,San Cristobal De La Laguna,_U,38250,0,1,3,-16.345196,28.553307
VV-38-4-0101384,Acentejo Retreat: Descubre La Ciudad A Tu Rit,Calle Acentejo 10,Santa Cruz Tenerife,_U,38008,1,2,5,-16.2775,28.472601
VV-38-4-0101385,Green Park 223,Calle Jose Maria Galvan Bello 3 El Cid,San Miguel De Abona,_U,38639,0,0,2,-16.611639,28.02947
VV-38-4-0101386,Bajamar En Armonia,Calle Montalmar 31,San Cristobal De La Laguna,_U,38250,0,1,3,-16.342688,28.5525
VV-38-4-0101387,Parque Santiago Ii  Apto 392,"Av Rafael Puig Lluvina, Parque Santiago Ii, Nº 392 39  1",Arona,_U,38650,0,2,4,-16.735004,28.059771
VV-38-4-0101388,Origen Lifestyle,Avenida Principes De España 47,El Tanque,_U,38435,2,1,4,-16.782303,28.355303
VV-38-4-0101389,Sueños Sur Piscina Privada Y Vista Mar,Calle Lomo De La Hoya 55,San Miguel De Abona,_U,38628,0,3,6,-16.626476,28.075668
VV-38-4-0101390,Apartamento La Terraza,Calle Angarillas Edificio El Valle 2  A,Arona,_U,38626,1,2,5,-16.655239,28.088381
VV-38-4-0101391,Oceanside Escape,Av La Habana 4,Arona,_U,38650,0,2,4,-16.721983,28.052034
VV-38-4-0101392,Ocean Park 311,Urb San Eugenio Ocean Park 311 S/N  00,Adeje,_U,38660,0,1,3,-16.73041,28.081221
VV-38-4-0101393,Grren Park Magda,Avenida Jose Maria Galvan Bello 3 2  01 15,San Miguel De Abona,_U,38639,0,2,4,0,0
VV-38-4-0101394,Casa Giorí Playa De Las Americas,Cl Venezuela  16,Adeje,_U,38660,0,1,3,-16.729683,28.072142
VV-38-4-0101395,Natalia Timoshenko,Pasaje De Austria 2,Adeje,_U,38660,1,1,3,-16.728453,28.074865
VV-38-4-0101396,Villa Playa Paraiso ,Av. Adeje 300 25,Adeje,_U,38678,2,6,14,0,0
VV-38-4-0101399,Los Cristianos Vacacional,Paseo  Berlin 9  27,Arona,_U,38650,0,5,10,-16.719095,28.051533
VV-38-4-0101400,"Casa Nieves ""E""",Calle Lomo De Los Lirios 33,Santa Cruz Tenerife,_U,38130,0,1,3,0,0
VV-38-4-0101401,Casa Summerland,Cr General Tf-655  4,Arona,_U,38626,0,2,4,-16.708538,28.053703
VV-38-4-0101402,Beautiful Penthouse ,Av Bruselas  18 M 0,Adeje,_U,38678,0,2,4,-16.73753,28.094545
VV-38-4-0101403,Casa Andromeda,"Cl. Jose Maria Galvan Bello, Ur.Palm Golf Country 0",San Miguel De Abona,_U,38639,1,1,3,-16.610912,28.031281
VV-38-4-0101404,Casa Valdes,Avenida Amsterdam 1,Arona,_U,38650,0,1,3,-16.71324,28.05401
VV-38-4-0101405,Vivienda Paseo Madrid,Paseo Madrid  8,Arona,_U,38650,0,2,4,-16.719149,28.051294
VV-38-4-0101406,Isora 1.2,Avenida El Palm-Mar 1 Isora,Arona,_U,38632,0,1,3,-16.693428,28.0235
VV-38-4-0101407,Apartamento Catarina,Calle Murcia 3 C,Adeje,_U,38660,0,2,4,-16.71566,28.090887
VV-38-4-0101408,Gilberto Peña Jimenez,Calle La Paz  2 2,Arico,_U,38588,0,2,4,-16.433006,28.166143
VV-38-4-0101409,Casa Marina Palace,Calle El Horno 24,Adeje,_U,38678,0,1,3,-16.772535,28.125954
VV-38-4-0101410,Home With Palm Garden And Pool,Cl Margaza 5 1,Puerto De La Cruz,_U,38400,2,1,4,-16.533232,28.411638
VV-38-4-0101411,El Cardón E-1,Calle Finlandia 3 E 00,Arona,_U,38650,0,1,3,-16.723621,28.056124
VV-38-4-0101412,Good Vibes Only,Rambla Pulido 36,Santa Cruz Tenerife,_U,38004,1,2,5,-16.258694,28.46777
VV-38-4-0101413,Apartamento Xibana,Calle Valois  24,Puerto De La Cruz,_U,38400,1,2,5,-16.545607,28.414991
VV-38-4-0101414,Villa Adeje 300,Avenida Adeje  300,Adeje,_U,38678,1,3,7,-16.768576,28.12319
VV-38-4-0101415,Apartamento El Camison,Avenida Antonio Dominguez 38650,Arona,_U,38650,0,2,4,-16.725548,28.056854
VV-38-4-0101416,Sunside Canarias,C/ Las Galgas 1  3,Adeje,_U,38678,0,2,4,-16.773088,28.123047
VV-38-4-0101417,Atico By Marea Urban,Avda De Los Menceyes 30,San Cristobal De La Laguna,_U,38205,0,1,3,-16.311392,28.477962
VV-38-4-0101418,Island Village Heights,Urbanizacion San Eugenio. Apartahotel Village Heights 503 A,Adeje,_U,38670,0,0,2,-16.724838,28.079092
VV-38-4-0101419,Casa Marcoga,Calle Mencey Anaga 27,San Miguel De Abona,_U,38629,0,3,6,-16.619438,28.057655
VV-38-4-0101420,Casa Gaviota,Calle El Calamar 6,San Miguel De Abona,_U,38618,0,2,4,-16.593683,28.03158
VV-38-4-0101421,Villa Wudas,Avenida De La Macaronesia 55,Adeje,_U,38679,0,3,6,-16.747932,28.102736
VV-38-4-0101422,Brina Marina,Rambla Dionisio Gonzalez 25,Arona,_U,38631,1,1,3,-16.657763,28.007359
VV-38-4-0101423,Habitación Corales,Corales 4  6,Santa Cruz Tenerife,_U,38005,2,1,4,-16.26263,28.45915
VV-38-4-0101424,Gaviota,Calle La Gaviota 28,Arona,_U,38632,0,5,10,-16.704721,28.024111
VV-38-4-0101425,Conjunto Residencial Balcon De Los Gigantes,Calle Hondura 22,Santiago Del Teide,_U,38683,0,1,3,0,0
VV-38-4-0101427,Casa El Cardón A1,Carretera Casablanca 5,Buenavista Del Norte,_U,38480,0,1,3,-16.861273,28.363834
VV-38-4-0101428,La Dolce Casa,Calle Tenbel  1  00  101,Arona,_U,38630,2,1,4,0,0
VV-38-4-0101429,Villa Carmen ,Urb. Los Naranjos  89,El Sauzal,_U,38360,2,3,8,-16.446926,28.466532
VV-38-4-0101430,Casa El Cardón A2,Carretera Tf-445 5,Buenavista Del Norte,_U,38480,0,2,4,-16.861273,28.363834
VV-38-4-0101431,Costa Sol K06,Calle Montaña Amarilla 10 K,Arona,_U,38630,0,1,3,-16.640413,28.008509
VV-38-4-0101432,Candelaria I,C/ Princesa Arminda 4,Candelaria,Candelaria,38530,0,2,4,-16.365173,28.369547
VV-38-4-0101434,Nest A,Avda Las Gaviotas 6   1 A,Adeje,_U,38679,0,2,4,0,0
VV-38-4-0101435,Nest B,Avda Las Gaviotas 6,Adeje,_U,38679,2,1,4,-16.755083,28.100821
VV-38-4-0101436,Vista Marina,"Avda Juan Carlos I, Pl: 3 Pta: 11",Granadilla De Abona,Medano (El),38612,1,1,3,-16.533249,28.050365
VV-38-4-0101437,Altos Del Roque 12-2,Calle Extremadura 10 12,Adeje,_U,38660,1,1,3,-16.713472,28.093519
VV-38-4-0101438,Tagoro Park,Calla Te De La 3,Arona,_U,38630,0,1,3,-16.644346,28.007122
VV-38-4-0101439,Parque Mar,Celia Cruz 6,Santa Cruz Tenerife,_U,38111,0,1,3,-16.25539,28.455471
VV-38-4-0101442,Piteras 101,Av. Puig Lluvina 9 E,Arona,_U,38660,1,2,5,-16.730467,28.063623
VV-38-4-0101443,Geranios 110,Calle De La Te 6 3,Arona,_U,38630,0,1,3,-16.643385,28.007303
VV-38-4-0101444,Villapaz,Cl. Sabino Berthelot 4,Santa Cruz Tenerife,_U,38003,0,2,4,-16.254839,28.467838
VV-38-4-0101446,Vv Altamar Playa,Avenida Altamar 1,Guia Isora,_U,38687,1,1,3,-16.818466,28.182718
VV-38-4-0101447,Casa Lemon,Calle Arquitectos Saavedra Y Diaz Llanos 1,Santa Cruz Tenerife,_U,38001,2,3,8,-16.250996,28.473925
VV-38-4-0101448,Playaelporis,Calle Cueva Del Dinero 2,Arico,_U,38593,2,1,4,-16.433769,28.164898
VV-38-4-0101449,Vistamar,Avenida Los Floreros 1,Arico,_U,38592,2,1,4,-16.423512,28.193546
VV-38-4-0101450,La Gata De Los Gigantes,Tabaiba 32,Santiago Del Teide,_U,38383,0,4,8,-16.838505,28.247688
VV-38-4-0101451,Vivienda Sol-A (Alcala),Avenida Los Pescadores  8  1,Guia Isora,_U,38686,0,0,2,-16.827187,28.201651
VV-38-4-0101452,Vivienda Sol-B ( Alcala),Avenida Los Pescadores  8  1,Guia Isora,_U,38686,0,1,3,-16.827187,28.201651
VV-38-4-0101453,Vivienda Sol Y Mar (Alcala),Calle Doña Julia Trujillo 26 1 1,Guia Isora,_U,38686,0,1,3,-16.827156,28.20154
VV-38-4-0101454,Vladimiro Lugo Lugo 202,Calle Los Suspiros 23,Guia Isora,_U,38686,0,1,3,-16.829926,28.201721
VV-38-4-0101455,Vladimiro Lugo Lugo 101,Calle Los Suspiros 23,Guia Isora,_U,38686,0,1,3,-16.829926,28.201721
VV-38-4-0101456,La Perla,Calle Noelia Afonso Cabrera 6,Arona,_U,38660,0,1,3,-16.730356,28.059725
VV-38-4-0101457,Arenas Negras 601,Calle Ana Maria  2,Santiago Del Teide,_U,38683,0,1,3,-16.839476,28.229141
VV-38-4-0101458,Vladimiro Lugo Lugo 102,Calle Los Suspiros 23,Guia Isora,_U,38686,0,1,3,-16.829926,28.201721
VV-38-4-0101459,Sunny Island Carmen,Calle Del Carmen 15,Santa Cruz Tenerife,_U,38120,1,1,3,-16.192818,28.503923
VV-38-4-0101460,Sunny Bungalow Las Adelf As,Cl Los Cardones 2 Es 4  0 1,San Miguel De Abona,_U,38639,0,2,4,-16.609781,28.031616
VV-38-4-0101461,Vladimiro Lugo Lugo 201,Calle Los Suspiros 23,Guia Isora,_U,38686,0,1,3,-16.829926,28.201721
VV-38-4-0101462,Mrbajamar02 Modern Home,Av. Rafael González Vernerra  Ed. Bellamar Esc. D  2,San Cristobal De La Laguna,_U,38250,0,2,4,-16.340872,28.55521
VV-38-4-0101464,Castle Harbour 528,Avenida San Francisco 12,Arona,_U,38650,0,1,3,-16.704222,28.055244
VV-38-4-0101465,Yosimar Martin Beltran,Cl La Morra 9,Arico,_U,38589,2,2,6,-16.479296,28.183645
VV-38-4-0101466,Girasol,Calle Doctor Ingram 8 1,Puerto De La Cruz,_U,38400,0,0,2,0,0
VV-38-4-0101467,Anthony Ross,Cl Sierra Nevada (Oasis Sur) 4 4,Arona,_U,38650,0,0,2,-16.703075,28.051832
VV-38-4-0101468,El Cortijo 9,Calle Venezuela 6,Adeje,_U,38660,0,0,2,-16.728573,28.069563
VV-38-4-0101469,Candelaria Sea,Calle La Goleta 74,Candelaria,Candelaria,38530,2,3,8,-16.364374,28.363544
VV-38-4-0101470,Parolinia House,Calle La Cruz 79,San Miguel De Abona,_U,38620,1,2,5,-16.620953,28.093931
VV-38-4-0101475,Meniquez 41 El Corazon Del Puerto De La Cruz,"Calle Mequinez, 41 38400    , Puerto De La Cruz, Puerto De La Cruz, Tenerife",Puerto De La Cruz,Puerto De La Cruz,38400,0,4,8,-16.553198,28.417458
VV-38-4-0101476,Jardín Tropical Casa Margarita,Cm Nacar  11,San Cristobal De La Laguna,_U,38260,0,2,4,-16.362219,28.525208
VV-38-4-0101477,Entre Jardines,Calle Daida 8,San Cristobal De La Laguna,_U,38296,0,1,3,-16.309328,28.467863
VV-38-4-0101478,Acoran 38,Calle Tenesor 14,Santa Cruz Tenerife,_U,38111,2,6,14,-16.308762,28.415722
VV-38-4-0101479,Ana María Acosta ,Calle Los Angeles  4,Arona,_U,38650,0,1,3,0,0
VV-38-4-0101480,Finca Ecológica Ferrera,Camino Las Vigas S/N,Arafo,_U,38550,2,1,4,-16.436819,28.333431
VV-38-4-0101481,Apto Plaza Del Charco Vm,Calle Del Doctor Ingram 8,Puerto De La Cruz,_U,38400,0,0,2,-16.551308,28.415569
VV-38-4-0101482,Horizante Azul ,Calle Mesa Del Mar  138,Tacoronte,_U,38358,0,2,4,-16.424585,28.502634
VV-38-4-0101483,Jardican,Calle Juan Carlos I 33 5,Arona,_U,38650,2,1,4,0,0
VV-38-4-0101484,El Ombú Del Agua,Nava Y Grimón 39,San Cristobal De La Laguna,_U,38201,0,4,8,-16.31282,28.491508
VV-38-4-0101485,Sueño Azul Pebble Beach,Cl Cornical 56 2,San Miguel De Abona,_U,38639,1,2,5,-16.61776,28.022631
VV-38-4-0101486,Estudio Vistas Al Mar,Avda Juan Carlos I  30,Arona,_U,38650,0,0,2,-16.711782,28.048647
VV-38-4-0101487,Apartamento Luminoso Y Acogedor ,Calle José González Gonzalez 1,Santiago Del Teide,_U,38683,0,2,4,-16.840828,28.235086
VV-38-4-0101488,Vladimiro Lugo Lugo 302,Calle Los Suspiros 23,Guia Isora,_U,38686,0,1,3,-16.829926,28.201721
VV-38-4-0101489,Ganom 125,Ur. San Miguel 125  B,San Miguel De Abona,_U,38639,1,2,5,-16.601551,28.026743
VV-38-4-0101490,Jardines Canarios,Juan Carlos I 33 4,Arona,_U,38650,0,3,6,-16.70924,28.048422
