establecimiento_id,establecimiento_nombre_comercial,direccion,direccion_municipio_nombre,direccion_localidad_nombre,direccion_codigo_postal,numero_dormitorios_individuales_,numero_dormitorios_dobles_explot,plazas,longitud,latitud
A-38-4-0006850,Chaparral 645,Avenida Jose Antonio Tavio 10 6  2 45,Arona,_U,38630,0,1,3,0,0
A-38-4-0006851,Edificio Valdes Center 602,"Avda. Amsterdam, Nº 1, Bloque B, Piso 6, Pta. 2",Arona,Cristianos (Los),38650,0,0,3,-16.71324,28.05401
A-38-4-0006852,La Bouganvilla,"Calle Esteban De Ponte, Nº 4, Esquina Calle Venus, Nº 4",Garachico,Garachico,38450,0,0,6,-16.765436,28.372692
A-38-4-0006853,Polar 1-5,"Calle Lorenzo Garcia Del Castillo, Nº 23, Pta. 5",Santa Cruz Tenerife,Santa Cruz De Tenerife,38008,0,0,5,-16.275551,28.466377
A-38-4-0006854,Polar 1-7,"Calle Lorenzo Garcia Del Castillo, Nº 23, Pta. 7",Santa Cruz Tenerife,Santa Cruz De Tenerife,38008,0,0,5,-16.275551,28.466377
A-38-4-0006855,Polar 1-8,"Calle Lorenzo Garcia Del Castillo, Nº 23, Pta 8",Santa Cruz Tenerife,Santa Cruz De Tenerife,38008,0,0,5,-16.275551,28.466377
A-38-4-0006856,Residencial Los Organos B-2,"Calle La Corbeta, Nº 2, Pta. B-2",Puerto De La Cruz,Puerto De La Cruz,38400,0,0,4,-16.566744,28.40542
A-38-4-0006857,Casa Pardela,Suecia 24   0 9c,Granadilla De Abona,_U,38612,0,2,4,-16.540895,28.043859
A-38-4-0006858,Residencial Balcon Del Atlantico,"Calle Baleares, S/N, Bloque C, Pta L-11",Adeje,Torviscas,38660,0,0,6,-16.721367,28.088795
A-38-4-0006860,Spano 2,"Ctra. Las Cancelas, S/N",Adeje,Adeje,38678,0,0,6,-16.760466,28.135056
A-38-4-0006861,Herosa Vacacional,"Calle El Envite, Nº 5, Bloque 1, Escalera 1, Piso 1, Pta. Derecha",San Cristobal De La Laguna,Bajamar,38250,0,0,4,-16.346354,28.553055
A-38-4-0006862,"Casa Nieves ""A""",Calle Lomo De Los Lirios 33,Santa Cruz Tenerife,_U,38130,0,1,3,0,0
A-38-4-0006863,"Casa Nieves ""B""",Calle Lomo Los Lirios 33,Santa Cruz Tenerife,_U,38130,0,1,3,0,0
A-38-4-0006864,"Casa Nieves ""C""",Calle Lomo Los Lirios 33,Santa Cruz Tenerife,_U,38130,0,1,3,0,0
A-38-4-0006865,"Casa Nieves ""D""",Calle Lomo Los Lirios 33,Santa Cruz Tenerife,_U,38130,0,1,3,0,0
A-38-4-0006866,El Ancla 222,"Calle La Lava, Nº 9, Piso 3, Pta. 22",Adeje,Callao Salvaje,38670,0,0,4,-16.782976,28.12789
A-38-4-0006868,Maravilla 614,"Calle Diana, Residencial Maravilla, Nº 8, Pta. 614",Arona,Costa Del Silencio,38630,0,0,4,-16.646318,28.00633
A-38-4-0006870,Sin Denominacion,Pr Teno Bajo Poligono 7 Parcela 446 Tf 445,Buenavista Del Norte,Buenavista Del Norte,38489,0,0,12,-16.91371,28.346819
A-38-4-0006871,Villa Nápoles,Calle Vista Bella  14,Adeje,_U,38660,1,9,19,-16.72311,28.076286
A-38-4-0006878,Balcon Del Mar Piso 379,"Calle Odisea, 3, Piso 379",Arona,Costa Del Silencio,38630,0,0,3,-16.641819,28.005796
A-38-4-0006879,Sin Denominacion,"Calle Cardon, 12, Edificio La Rosa, Escalera 3, Puerta 8",Puerto De La Cruz,Puerto De La Cruz,38400,0,0,4,-16.534376,28.414261
A-38-4-0006880,Sin Denominacion,"Avenida Los Pescadores, Bloque 1, Escalera 4, Piso 3, Puerta 21",Guia Isora,Alcala,38686,0,0,8,-16.826233,28.201075
A-38-4-0006881,Chill Out Family House La Tejita 2,C/Elcano 11    T6,Granadilla De Abona,_U,38612,0,2,4,0,0
A-38-4-0006884,Sin Denominacion,"Avenida Adeje 300, Nº 12, Escalera 1, Piso 04, Pta. 02",Adeje,Adeje,38678,0,0,3,-16.77504,28.122461
A-38-4-0006885,Blue Tenerife,"Calle Acebuche, Nº 5, Pta. 63",Adeje,Adeje,38670,0,0,6,-16.721254,28.093788
A-38-4-0006886,Sin Denominacion,"Avenida Santiago Puig, Nº 1, Escalera 2, Piso 01, Pta. 26",Arona,Playa De Las Americas (Arona),38660,0,0,2,-16.73011,28.062876
A-38-4-0006888,Atlantico Ii Piso 50,"Calle Aneas, Nº 1, Bloque 1, Escalera 1, Pta. 50",Arona,Costa Del Silencio,38630,0,0,4,-16.642294,28.009354
A-38-4-0006889,Casa Ainara,"Camino El Rosario, Pasaje Yausi, Taco, La Laguna, Nº 4",San Cristobal De La Laguna,San Cristobal De La Laguna,38201,0,0,4,-16.299892,28.442266
A-38-4-0006891,Villa Maria,"Calle La Capellania, Nº 8, Bloque A",Granadilla De Abona,Granadilla De Abona,38617,0,0,4,-16.5686,28.092562
A-38-4-0006892,Sunbeach,"Calle El Cano, Residencial Sotavento, Nº 7, Bloque Ii, Pta. Bajo U",Granadilla De Abona,Granadilla De Abona,38600,0,0,3,-16.564142,28.030664
A-38-4-0006894,Sin Denominacion,"Calle Ulises, Urb. Tagoro Park, Nº 23, Pta. 153",Arona,Costa Del Silencio,38630,0,0,3,-16.644346,28.007122
A-38-4-0006899,La Casa De La Playa,"Calle Guillen, Nº 13",Santa Cruz Tenerife,San Andres,38120,0,0,4,-16.192451,28.505341
A-38-4-0006901,Sin Denominacion,"C/ Hermanos Pinzon Nº1, Piso 4º, Pta. C",Guimar,Puertito De Güimar,38500,0,0,5,-16.372122,28.296028
A-38-4-0006902,Resthouse Sky,"Calle Geranios, Nº 1, Piso 6, Pta. 2",Candelaria,Caletillas (Las),38530,0,0,3,-16.363281,28.374258
A-38-4-0006903,Sin Denominacion,"Avenida San Francisco, Oasis Sur, Edf. Castle Harbour, Nº 12, Escalera 02, Piso 02, Pta 34",Adeje,Cristianos (Los),38650,0,0,2,-16.704222,28.055244
A-38-4-0006904,Duque,"Calle Helsinki, Nº2, Villas Del Duque, Nº 28",Adeje,Puerto Colón,38670,0,0,6,-16.734032,28.095224
A-38-4-0006905,Ch 506,Avenida San Francisco 12    506,Arona,_U,38650,0,2,4,0,0
A-38-4-0006906,Castle Harbour 855,"Avenida San Francisco, Oasis Sur, Edf. Castle Harbour, Nº 12, Escalera 02, Piso 07, Pta. 55",Arona,Cristianos (Los),38650,0,1,5,-16.704222,28.055244
A-38-4-0006907,Tenerife Margherita Apartment Castle 846,Avenida San Francisco 12 2  07 46,Arona,_U,38650,1,2,5,-16.704222,28.055244
A-38-4-0006909,Rocas De Mar,"Calle Zeus, Nº 6, Bajo, Piso 130",Arona,Costa Del Silencio,38630,0,0,3,-16.645245,28.00441
A-38-4-0006910,Sin Denominacion,"Calle Simon Bolivar, Nº 32, Piso 3, Pta. 8",Santa Cruz Tenerife,Santa Cruz De Tenerife,38007,0,0,6,-16.272675,28.46245
A-38-4-0006912,Ludovica,"Avenida El Palm-Mar, El Mocan, Nº 26, Bloque 2, Escalera 2c, Piso 2, Pta. 19",Arona,Palm-Mar,38632,0,0,3,-16.695723,28.024113
A-38-4-0006913,Atardecer Ii,"Calle Capirote, Residencial San Remo, Nº 4, Bloque I",Arona,Arona,38650,0,0,6,-16.697886,28.024115
A-38-4-0006914,Cielo 124,"Avenida Adeje 300 Residencial Cielo, Nº 30, Bloque A124",Adeje,Puerto Colón,38670,0,0,4,-16.769304,28.121286
A-38-4-0006915,Casa Ale,Calle La Destila 8,San Juan De La Rambla,_U,38420,2,1,4,-16.640057,28.395391
A-38-4-0006916,Marys Paradise Palm Mar,"Avenida Palm Mar, Nº 31, Bloque F",Arona,Arona,38640,0,0,3,-16.697828,28.023165
A-38-4-0006918,Dakota D11,"Avenida Moscu, Edificio Dakota, Nº 1, Piso D, Pta. 11",Adeje,Puerto Colón,38670,0,0,4,-16.730503,28.091343
A-38-4-0006919,Dakota D12,"Avenida Moscu, Edif. Dakota, Nº 1, Piso D, Pta. 12",Adeje,Puerto Colón,38670,0,0,4,-16.730503,28.091343
A-38-4-0006920,Sin Denominacion,"Calle Llanos Del Poris, N23, Edif. Serrano, Escalera 1, Piso 1 Pta. 2b",Arico,Poris De Abona,38260,0,0,2,-16.426628,28.165295
A-38-4-0006921,Cs 13,"Ps Los Naranjos, Nº 8, Esclera 8, Piso 02, Pta. 13",Adeje,Callao Salvaje,38678,0,0,6,-16.785246,28.132629
A-38-4-0006922,Brezo 26,"Calle El Brezo, Nº 6, Piso 00, Pta. 26",Adeje,Caleta (La),38670,0,0,6,-16.728605,28.09169
A-38-4-0006923,Marianne,"Avda. Paris, Nº 17",La Matanza De Acentejo,Matanza De Acentejo (La),38370,0,0,6,-16.451319,28.460892
A-38-4-0006924,Alba,"Calle Mar De Plata, Nº 28",Garachico,Garachico,38450,0,0,2,-16.791208,28.372616
A-38-4-0006925,Tulipan,"Carretera El Puertito, Nº 96",Los Silos,Aregume,38470,0,0,2,-16.815863,28.373287
A-38-4-0006928,Bernars House,"Calle La Arena Nº42, Piso 4, Puerta A",Santa Cruz Tenerife,Santa Cruz De Tenerife,38120,0,0,2,-16.19121,28.504566
A-38-4-0006929,Casa Aca Y Papa Juan,"Camino La Corujera, 28",Guimar,Güimar,38500,0,0,4,-16.421669,28.307121
A-38-4-0006932,Fernando Oicelem Hernandez Padilla,"Calle El Pino, Nº 46, Piso 1, Pta. 103",Santiago Del Teide,Acantilados De Los Gigantes,38683,0,0,2,-16.838991,28.247707
A-38-4-0006934,Sin Denominacion,"Calle Atalisca, Parque Atalisca Fase Ii, Nº 2, Escalera 1, Piso Bajo, Pta. 9",Icod De Los Vinos,San Marcos,38430,0,0,3,-16.722191,28.378456
A-38-4-0006935,El Puertito Ii,"Calle Almirante Cervera, Nº 22, Fragata Ii, Piso 1, Pta. A",Guimar,Puertito De Güimar,38508,0,0,4,-16.372578,28.297094
A-38-4-0006936,El Puertito Ii,"Calle Almirante Cervera, Nº 2, Edf. Bergantin Ii, Piso Atico, Pta C",Guimar,Puertito De Güimar,38508,0,0,6,-16.37434,28.296278
A-38-4-0006937,El Puertito Ii,"Calle Almirante Cervera, Nº 22, Bloque Fragata Ii, Piso Bajo, Pta. A",Guimar,Puertito De Güimar,38508,0,0,4,-16.372578,28.297094
A-38-4-0006940,Sin Denominacion,"Calle Tamonante, Nº 20, Bloque C, Piso C-3, Pta. C-3",Candelaria,Candelaria,38530,0,0,3,-16.362913,28.375956
A-38-4-0006947,El Cielo,"Avda. Adeje 300, Nº 32, Bloque 2b, Pta. A-218",Adeje,Costa Adeje,38678,0,0,6,-16.769304,28.121286
A-38-4-0006949,Neptuno,"Ctra. Gral. De Bajamar, Nº 165, Pta. 2",San Cristobal De La Laguna,Bajamar,38250,0,0,4,-16.336567,28.555302
A-38-4-0006950,Sin Denominacion,"Avda. Principes De España, Nº 15, Piso 3, Pta. 15",Granadilla De Abona,Medano (El),38612,0,0,4,-16.538681,28.046612
A-38-4-0006951,Brownie,"Calle El Volcan, Nº 11",Garachico,Garachico,38450,0,0,7,-16.761408,28.370752
A-38-4-0006952,La Graciosa,"Calle Isla De La Graciosa, Nº 15",Los Silos,Silos (Los),38470,0,0,5,-16.811525,28.376232
A-38-4-0006953,Sin Denominacion,"Calle Ruiseñor,Nº 12, Bloque 4, Piso 1, Pta. J",Arona,Palm-Mar,38632,0,0,3,-16.695845,28.024771
A-38-4-0006954,Sin Denominacion,"Calle Juan Pedro Rodriguez Cruz, Nº 9, Piso 1, Pta. Dcha.",Guimar,Güimar,38508,0,0,4,-16.37187,28.296503
A-38-4-0006955,La Caleta 19,Calle Las Artes 19    03,Adeje,_U,38670,0,2,4,0,0
A-38-4-0006956,Sin Denominacion,"Calle La Gaviota, S/N, Piso 5, Pta. 512",Santa Cruz Tenerife,Santa Cruz De Tenerife,38140,0,0,3,-16.172771,28.515802
A-38-4-0006958,Pelinor 2/1,"Calle Cernicalo, Nº 22, Bloque Pelinor, Piso 2, Pta. 1",Arona,Palm-Mar,38632,0,0,4,-16.703199,28.021706
A-38-4-0006959,Sin Denominacion,"Camino La Piñera, Nº 8",Los Realejos,Realejos (Los),38410,0,0,3,-16.570986,28.372204
A-38-4-0006961,Casa Alice,Avd Jose Antonio Tavio 17  1,Arona,_U,38630,0,1,3,-16.645773,28.013124
A-38-4-0006966,Hello Beach!,C/ Pizarro 2  2,Granadilla De Abona,_U,38612,0,2,4,-16.561901,28.034784
A-38-4-0006967,Gaviotas  Beach,"Ctra. Las Gaviotas, Apartamentos Playa Chica, Piso 9, Pta 909",Santa Cruz Tenerife,San Andres,38120,0,0,3,-16.172771,28.515802
A-38-4-0006968,Cae Salema,"Calle Quezal, Nº 1, Bloque 2, Piso 2, Pta. 2202",Arona,Palm-Mar,38632,0,0,6,-16.700682,28.02478
A-38-4-0006969,El Bohemia,Cl Ruiseñor 1 A,Arona,_U,38632,2,1,4,-16.697828,28.023165
A-38-4-0006970,Chapa Del Asno,"Av Abona, 102",Granadilla De Abona,Salto (El),38611,0,0,8,-16.549236,28.094519
A-38-4-0006971,Colina Del Sur,"C/ La Colina, 22, Piso 2, Puerta 24",Adeje,Cristianos (Los),38660,0,0,4,-16.718611,28.054493
A-38-4-0006972,Cristian Sur,"Avenida  Amsterdam, 4, Escalera B Bajo Puerta 24",Adeje,Cristianos (Los),38670,0,0,3,-16.71023,28.051353
A-38-4-0006973,La Duna,Ps Atlantico 2 Pl:03 Pt:04 Edf Los Percebes I 38612 Granadilla De Abona (Medano El) (S.C. Tener 2  03  04,Granadilla De Abona,_U,38612,0,1,3,-16.535837,28.044901
A-38-4-0006977,Viña Del Mar,"Urbanizacion Las Americas, Viña Del Mar, Nº 56, Piso 3, Pta. 42",Adeje,Costa Adeje,38660,0,0,3,-16.729448,28.073103
A-38-4-0006978,Casa Arpad,Calle Antonio Navarro 4 5  6 09,Adeje,_U,38660,0,1,3,0,0
A-38-4-0006979,Parque Carolina 230,"Calle La Te, 1c, Piso Primero, Puerta 230",Arona,Costa Del Silencio,38630,0,1,6,-16.641148,28.00709
A-38-4-0006980,Cozy Lucia,"Calle La Marina, Nº 17, Piso 2, Pta. 2e",Granadilla De Abona,Abrigos (Los),38618,0,0,9,-16.594332,28.02998
A-38-4-0006982,Casa Damelia,"Calle Feliz Casanova Ayala, Nº 44",Adeje,Adeje,38678,0,0,8,-16.753382,28.132187
A-38-4-0006993,El Cercado,"Calle Trasera Instituto, Nº 13",Santa Cruz Tenerife,Santa Cruz De Tenerife,38120,0,0,10,-16.196278,28.508287
A-38-4-0006994,El Muellito,"Calle Del Carmen, Nº 8a, Piso Bajo",Santa Cruz Tenerife,Santa Cruz De Tenerife,38120,0,0,3,0,0
A-38-4-0006996,Delmar 1a,"Calle Valle Menendez, Nº 20, Piso 1, Pta. A",Adeje,Cristianos (Los),38650,0,0,8,-16.716034,28.051838
A-38-4-0006997,Del Mar 2a,"Calle Valle Menendez, Nº 20, Piso 2, Pta. A",Adeje,Cristianos (Los),38650,0,0,4,-16.716034,28.051838
A-38-4-0006998,Del Mar 2b,"Calle Valle Menendez, Nº 20, Piso 2, Pta. B",Adeje,Cristianos (Los),38650,0,0,2,-16.716034,28.051838
A-38-4-0006999,Delmar 3c,"Calle Valle Menendez, Nº 20, Piso 3, Pta . C",Arona,Cristianos (Los),38640,0,0,2,-16.716034,28.051838
A-38-4-0007001,Delmar 3d,"Calle Valle Menedez, Nº 20, Piso 3, Pta. D",Arona,Cristianos (Los),38650,0,0,2,-16.716034,28.051838
A-38-4-0007002,Delmar 3e,"Calle Valle Menendez, Nº 20, Piso 3, Pta. E",Adeje,Cristianos (Los),38650,0,0,2,-16.716034,28.051838
A-38-4-0007004,The Good Place,"Calle Tajora, Nº 11, Bloque 2, Piso 2, Puerta D",Santa Ursula,Santa Ursula,38390,0,0,2,-16.493324,28.429935
A-38-4-0007007,Don Antonio 17,"Calle Juan Xxiii, Nº 19, Piso 2, Pta 17",Adeje,Cristianos (Los),38650,0,0,2,-16.718426,28.051567
A-38-4-0007008,Don Antonio 18,"Calle Juan Xxiii, Nº 19, Piso 2, Pta. 18",Adeje,Cristianos (Los),38650,0,0,2,-16.718426,28.051567
A-38-4-0007009,Don Antonio 19,"Calle Juan Xxiii, Nº 19, Piso 2, Pta. 19",Adeje,Cristianos (Los),38650,0,0,2,-16.718426,28.051567
A-38-4-0007010,Don Antonio 28,"Calle Juan Xxii, Nº 19, Piso 2, Pta. 28",Adeje,Cristianos (Los),38650,0,0,2,-16.718426,28.051567
A-38-4-0007011,Don Antonio 29,"Calle Juan Xxiii, Nº 19, Piso 2, Pta. 29",Adeje,Cristianos (Los),38650,0,0,2,-16.718426,28.051567
A-38-4-0007012,Medano Bay Los Patios,"Plaza Alcalde Antonio Garcia Osorio, Nº 6, Pta. 22",Granadilla De Abona,Medano (El),38612,0,0,4,-16.542723,28.043417
A-38-4-0007013,Sin Denominacion,"Calle Duraznillo, Res. Parque La Quinta, Nº 3, Bloque 5, Piso 3, Pta. C",Santa Ursula,Santa Ursula,38390,0,0,4,-16.492559,28.429363
A-38-4-0007015,Sin Denominacion,"Calle Iriarte, Nº 42, Piso 1, Pta. A",Puerto De La Cruz,Arenas (Las),38400,0,0,4,-16.547016,28.41588
A-38-4-0007016,Sin Denominacion,"Calle Iriarte, Nº 42, Piso 3, Pta. A",Puerto De La Cruz,Arenas (Las),38400,0,0,4,-16.547016,28.41588
A-38-4-0007017,Sin Denominacion,"Calle El Drago, Urb. Punta Negra, Nº 32",Santiago Del Teide,Puerto De Santiago,38469,0,0,6,-16.84104,28.227251
A-38-4-0007018,Cristianos Bubu Beach 1,Avda. Los Playeros Num 7 Esc. 1 Piso 1 Pta 1,Arona,Cristianos (Los),38670,0,2,8,-16.715748,28.052626
A-38-4-0007019,Cristianos Bubu Beach 2,Avda. Los Playeros N7 Esc. 1 Piso 2 Pta 2,Adeje,Cristianos (Los),38670,0,0,4,-16.715748,28.052626
A-38-4-0007020,Sin Denominacion,"Calle Benjamin J. Miranda, Nº 7, Piso 2, Pta. A",Puerto De La Cruz,Puerto De La Cruz,38400,0,0,7,-16.548372,28.416515
A-38-4-0007021,Casa Tenerife,José Antonio Tavío 10 5  1 61,Arona,_U,38630,0,1,3,-16.644188,28.011288
A-38-4-0007024,Valentina,"Calle Acebuche, Nº 15",Adeje,Adeje,38670,0,0,6,-16.722078,28.093664
A-38-4-0007025,Sin Denominacion,"Calle Cactus, Nº 21-A",San Cristobal De La Laguna,Bajamar,38250,0,0,6,-16.338888,28.55411
A-38-4-0007032,Lauras House,"Calle Pedro Lezcano, Nº 22",San Miguel De Abona,Chafiras (Las),38620,0,0,3,-16.633202,28.038956
A-38-4-0007038,Cristo 74,"Calle Nava Y Grimon, Nº 74. Bloque B, Pta. 16",San Cristobal De La Laguna,San Cristobal De La Laguna,38201,0,0,4,-16.31213,28.492146
A-38-4-0007039,Estrella De Mar,"Avda. Jose Miguel Galven Bello, Nº 4, Escalera Izquierda, Piso 4, Pta. 63",Granadilla De Abona,Medano (El),38612,0,0,4,-16.535042,28.043324
A-38-4-0007040,Playa San Marcos,"Paseo Maritimo, Nº 29, Piso 605",Icod De Los Vinos,Icod De Los Vinos,38022,0,0,3,-16.723728,28.377148
A-38-4-0007041,Los Alisios,"Calle Los Alisios, Nº 18",Los Silos,San Bernardo,38470,0,0,4,-16.83131,28.369022
A-38-4-0007045,Sunrise On The Ocean,"Avenida Maritima, Nº 174, Bloque B, Piso 101",Candelaria,Candelaria,38530,0,0,4,-16.361965,28.375961
A-38-4-0007046,Sin Denominacion,"Calle Prismar, Nº 115, Piso 6, Pta. 603",Tacoronte,Pris (El),38358,0,0,3,-16.420704,28.509554
A-38-4-0007047,Manuel De Falla,"Calle Manuel De Falla, Nº 5, Bloque 1, Piso 8, Pta. Izq.",Santa Cruz Tenerife,Santa Cruz De Tenerife,38007,0,0,4,-16.270905,28.464178
A-38-4-0007050,Sin Denominacion,"Avda. Santiago Puig, Nº 5, Escalera 4, Piso 02, Pta. 18",Adeje,Playa De Las Americas,38660,0,0,3,-16.72801,28.062222
A-38-4-0007052,Sin Denominacion,"Urb. Americas, Nº 46, Piso 00, Pta. 47",Adeje,Costa Adeje,38660,0,0,4,-16.730282,28.071568
A-38-4-0007053,Sin Denominacion,"Arb. San Eugenio, Nº 21-C, Piso 00, Pta. 41",Adeje,Costa Adeje,38660,0,0,3,-16.734489,28.077162
A-38-4-0007054,Sin Denominancion,"Avda. Antonio Dominguez, Nº 9, Escalera Y, Piso 1, Pta. 06",Adeje,Playa De Las Americas,38660,0,0,4,-16.725548,28.056854
A-38-4-0007055,Los Pasitos,"Camino Los Pasitos, La Perdoma, Nº 70",La Orotava,Orotava (La),38315,0,0,3,-16.54583,28.371502
A-38-4-0007056,Casa Mía,Calle Rosa 19,Puerto De La Cruz,_U,38400,0,3,6,0,0
A-38-4-0007059,Tia Julia,"Calle San Jose, Nº 42",Santa Cruz Tenerife,Santa Cruz De Tenerife,38120,0,0,4,-16.193283,28506
A-38-4-0007060,Facing The Ocean,C/ Portugal 3    9a,El Rosario,_U,38190,0,2,4,0,0
A-38-4-0007062,Soles Medina,"Calle Hercules, Nº 1, Pta 137",Arona,Costa Del Silencio,38630,0,0,3,-16.646254,28.008863
A-38-4-0007064,La Florida,"Calle Garcia Quintero, Nº 1",Arona,Urbanización La Florida,38627,0,0,8,-16.669994,28.087379
A-38-4-0007070,Sin Denominacion,"Avda. Juan Carlos I, Edf. La Perla, Nº 15, Bloque A, Piso 3, Pta. A-23",Granadilla De Abona,Medano (El),38612,0,0,4,-16.53577,28.048956
A-38-4-0007072,Sin Denominacion,"Calle Ramon Y Cajal, Edf. Salesianos, Nº 3, Bloque F, Piso 3, Pta. 34",Santa Cruz Tenerife,Santa Cruz De Tenerife,38003,0,0,12,-16.255716,28.46563
A-38-4-0007073,Sin Denominacion,"Calle Bulevar Chajofe, Nº 2, Bloque Eden, Piso 3, Pta. 11",Adeje,Cristianos (Los),38650,0,0,4,-16.71324,28.054688
A-38-4-0007074,Sin Denominacion,"Avda. Colibri, Nº 6",Arona,Arona,38632,0,0,3,-16.703264,28.023582
A-38-4-0007075,Amarilla Chayofita,"Avda. Jose Antono Tavio, Nº 19, Bloque 27, Piso 1, Pta. 02",Arona,Costa Del Silencio,38630,0,0,4,-16.642933,28.011976
A-38-4-0007076,Sin Denominacion,"Avda. Juan Carlos I, Nº 26, Edf. Guayero, Piso 4, Pta. 412",Adeje,Cristianos (Los),38650,0,0,2,-16.713327,28.049213
A-38-4-0007078,Brisas Del Puerto,Calle Guerrero Agave 1   1 108,Puerto De La Cruz,_U,38400,0,0,2,0,0
A-38-4-0007080,House Venecia,Urb. Colina Verde Nº 3,Adeje,Callao Salvaje,38670,0,0,8,-16.774591,28.132286
A-38-4-0007081,Los Hibiscos,C/Italia. Edificio Hibiscos Iii Nº 5 Piso Bajo Derecha,Granadilla De Abona,Medano (El),38600,0,0,10,-16.540838,28.044983
A-38-4-0007082,Sin Denominación,C/Hercules N 8 Pta. 187,Arona,Costa Del Silencio,38640,0,0,2,-16.646254,28.008863
A-38-4-0007083,Sin Denominacion,Avda. Menedez Del Valle Nº 8 Piso 5 Pta C,Adeje,Cristianos (Los),38670,0,0,2,-16.715183,28.05242
A-38-4-0007084,Sin Denominación,C/ Numancia Nº 21 Piso 3 Pta 3,Santa Cruz Tenerife,Santa Cruz De Tenerife,38001,0,0,6,-16.254314,28.470646
A-38-4-0007086,Arena,Calle Manuel Ravelo Antonio 21    1,Santiago Del Teide,_U,38683,0,2,4,-16.838907,28.230366
A-38-4-0007087,Residencial Arena Del Sol 6,C/Ana Maria Blq A Piso 6 Puerta 6,Santiago Del Teide,Molledo (El),38436,0,0,4,-16.838905,28.230366
A-38-4-0007088,Sin Denominación,Avda. Benito Perez Armas Nº 7 Piso 2º Pta B,Santa Cruz Tenerife,Santa Cruz De Tenerife,38001,0,0,4,-16.265013,28.45956
A-38-4-0007090,Vista Mar,Avda. Mar Adriatico Resd. Los Martinez,Granadilla De Abona,Medano (El),38600,0,0,5,-16.531567,28.051014
A-38-4-0007091,Tortugas Mood,C/Baja Tierra Nº 8,Guia Isora,Alcala,38680,0,0,3,-16.826721,28.199102
A-38-4-0007097,"Jardines Canarios I, 33",Avda. Juan Carlos I. Edf. Jardines Canarios Nº 33 Esc. 2 P 1 Pta C1,Adeje,Cristianos (Los),38670,0,0,4,-16.70924,28.048422
A-38-4-0007098,Orone 2,"Calle Chipude 10, Puerta A3",Granadilla De Abona,San Isidro,38611,0,0,4,-16.555038,28.072302
A-38-4-0007099,Piso Vacacional Orone,C/Chipude Nº10 Blq B Piso 1 Pta 3,Granadilla De Abona,San Isidro,38600,0,0,4,-16.555038,28.072302
A-38-4-0007103,Tetiana,C/Noruega Nº 26 Piso 3 Pta 17,Adeje,Cristianos (Los),38670,0,0,4,-16.721828,28.052734
A-38-4-0007105,Live Santa Cruz Venezuela,C/Dr. Salvador Perez Luis (Ed. Teide) Blq.Teide Piso 10 Pta. F,Santa Cruz Tenerife,Santa Cruz De Tenerife,38001,0,0,8,-16.269714,28.467607
A-38-4-0007107,Live Santa Cruz La Colina,Carretera Los Campitos Nº 6. Edf. La Colina Pta. 102,Santa Cruz Tenerife,Santa Cruz De Tenerife,38001,0,0,4,-16.267752,28.471008
A-38-4-0007110,Cristianos Bubu Beach 3,Avda. Los Playeros Nº7 Esc.1 Piso 3 Pta 3,Adeje,Cristianos (Los),38670,0,0,4,-16.715748,28.052626
A-38-4-0007111,Cristianos Bubu Beach 4,Avda. Los Playeros Nº7 Esc. 1 Piso 4 Pta 4,Adeje,Cristianos (Los),38670,0,0,4,-16.715748,28.052626
A-38-4-0007112,Cristianos Bubu Beach 5,Avda. Los Playeros Nº 7 Esc. 1 Piso 5 Pta 5,Adeje,Cristianos (Los),38670,0,0,2,-16.715748,28.052626
A-38-4-0007114,Enclave Acogedor,"C/ Los Geranios, 1, 6º Piso, Pta. 612",Candelaria,Caletillas (Las),38530,0,0,6,-16.363281,28.374258
A-38-4-0007115,Estudio Coqueto Torres Del Sol,Calle Nordica  2  4 1 5,Arona,_U,38650,0,0,2,0,0
A-38-4-0007116,Chalet San Nicolas Puerto De La Cruz,"C/ Velazquez, 47 - Urb. San Nicolas",Puerto De La Cruz,Puerto De La Cruz,38400,0,0,8,-16.539728,28.401485
A-38-4-0007117,Mirador Los Corales,"Ctra. Provincial Tf-217, 128, Adosado Nº 8",Santa Ursula,Cuesta De La Villa,38359,0,0,6,-16.506502,28.415237
A-38-4-0007118,Miramar,"Plaza San Marcos, 5, Piso Bajo Dcha.",Icod De Los Vinos,San Marcos,38430,0,0,3,-16.723515,28.379677
A-38-4-0007120,Finca Carrillo,"C/ El Hediondo, 15",Arico,Arico Viejo,38589,0,0,6,-16.485687,28.193163
A-38-4-0007121,Alquilaencanarias - Amanecer 3ºd,"C/ Brasil, Nº 11, 2º Piso, Pta D",Granadilla De Abona,Medano (El),38612,0,0,10,-16.535637,28.046482
A-38-4-0007122,Alquilaencanarias Sotavento 7,"C/ Pizarro, 7, Blq. 7, 2º Piso, Pta. J",Granadilla De Abona,San Isidro,38611,0,0,3,-16.565132,28.034279
A-38-4-0007123,Alquilaencanarias E-108,"C/ Punta Del Este, 2, Blq. E, Piso Bajo, Pta. 108",Granadilla De Abona,Medano (El),38612,0,0,5,-16.534924,28.046656
A-38-4-0007124,Alquilaencanarias La Ola 5,"C/ Brasil, 17, Edf. La Ola Ii, Piso Bajo, Pta. 5",Granadilla De Abona,Medano (El),38612,0,0,5,-16.536095,28.046858
